site,year,crop,rotation,NR,sd_buac
McNay,2003,soybean,SC,240,2.71
McNay,2004,corn,CC,0,47.65
McNay,2004,corn,CC,40,22.7
McNay,2004,corn,CC,80,23.05
McNay,2004,corn,CC,120,16.24
McNay,2004,corn,CC,160,8.1
McNay,2004,corn,CC,200,50.72
McNay,2004,corn,CC,240,15.67
McNay,2004,corn,SC,0,14.65
McNay,2004,corn,SC,40,28.96
McNay,2004,corn,SC,80,30.22
McNay,2004,corn,SC,120,36.68
McNay,2004,corn,SC,160,22.93
McNay,2004,corn,SC,200,19.61
McNay,2004,corn,SC,240,19.26
McNay,2004,soybean,SC,0,4.02
McNay,2004,soybean,SC,40,3.21
McNay,2004,soybean,SC,80,2.11
McNay,2004,soybean,SC,120,8.88
McNay,2004,soybean,SC,160,0.82
McNay,2004,soybean,SC,200,5.07
McNay,2004,soybean,SC,240,17.82
McNay,2005,corn,CC,0,19.25
McNay,2005,corn,CC,40,16.93
McNay,2005,corn,CC,80,28.39
McNay,2005,corn,CC,120,18.14
McNay,2005,corn,CC,160,9.37
McNay,2005,corn,CC,200,12.91
McNay,2005,corn,CC,240,9.94
McNay,2005,corn,SC,0,46.85
McNay,2005,corn,SC,40,14.23
McNay,2005,corn,SC,80,11.48
McNay,2005,corn,SC,120,10.11
McNay,2005,corn,SC,160,7.86
McNay,2005,corn,SC,200,20.48
McNay,2005,corn,SC,240,9.34
McNay,2005,soybean,SC,0,2.85
McNay,2005,soybean,SC,40,2.28
McNay,2005,soybean,SC,80,2.73
McNay,2005,soybean,SC,120,2.12
McNay,2005,soybean,SC,160,2
McNay,2005,soybean,SC,200,2.28
McNay,2005,soybean,SC,240,2.48
McNay,2006,corn,CC,0,15.47
McNay,2006,corn,CC,40,8.18
McNay,2006,corn,CC,80,4.23
McNay,2006,corn,CC,120,2.89
McNay,2006,corn,CC,160,4.7
McNay,2006,corn,CC,200,7.33
McNay,2006,corn,CC,240,5.37
McNay,2006,corn,SC,0,15.75
McNay,2006,corn,SC,40,7.95
McNay,2006,corn,SC,80,16.65
McNay,2006,corn,SC,120,19.88
McNay,2006,corn,SC,160,16.28
McNay,2006,corn,SC,200,16.9
McNay,2006,corn,SC,240,19.18
McNay,2006,soybean,SC,0,1.53
McNay,2006,soybean,SC,40,0.81
McNay,2006,soybean,SC,80,2.78
McNay,2006,soybean,SC,120,2.16
McNay,2006,soybean,SC,160,1.86
McNay,2006,soybean,SC,200,3
McNay,2006,soybean,SC,240,2.51
McNay,2007,corn,CC,0,15.29
McNay,2007,corn,CC,40,19.88
McNay,2007,corn,CC,80,21.05
McNay,2007,corn,CC,120,39.85
McNay,2007,corn,CC,160,28.55
McNay,2007,corn,CC,200,16.53
McNay,2007,corn,CC,240,12.3
McNay,2007,corn,SC,0,19
McNay,2007,corn,SC,40,26.34
McNay,2007,corn,SC,80,22.93
McNay,2007,corn,SC,120,25.84
McNay,2007,corn,SC,160,29.39
McNay,2007,corn,SC,200,15.38
McNay,2007,corn,SC,240,3.04
McNay,2007,soybean,SC,0,2.08
McNay,2007,soybean,SC,40,2.32
McNay,2007,soybean,SC,80,2.32
McNay,2007,soybean,SC,120,1.96
McNay,2007,soybean,SC,160,2.76
McNay,2007,soybean,SC,200,3.47
McNay,2007,soybean,SC,240,2.1
McNay,2008,corn,CC,0,8.37
McNay,2008,corn,CC,40,5.31
McNay,2008,corn,CC,80,7.71
McNay,2008,corn,CC,120,13.81
McNay,2008,corn,CC,160,12.73
McNay,2008,corn,CC,200,33.15
McNay,2008,corn,CC,240,38.07
McNay,2008,corn,SC,0,13
McNay,2008,corn,SC,40,25.21
McNay,2008,corn,SC,80,13.56
McNay,2008,corn,SC,120,19.9
McNay,2008,corn,SC,160,32.28
McNay,2008,corn,SC,200,28.88
McNay,2008,corn,SC,240,12.06
McNay,2008,soybean,SC,0,6.55
McNay,2008,soybean,SC,40,7.31
McNay,2008,soybean,SC,80,4.14
McNay,2008,soybean,SC,120,9.04
McNay,2008,soybean,SC,160,5.47
McNay,2008,soybean,SC,200,8.17
McNay,2008,soybean,SC,240,10.51
McNay,2009,corn,CC,0,6.52
McNay,2009,corn,CC,40,5.18
McNay,2009,corn,CC,80,9.41
McNay,2009,corn,CC,120,16.45
McNay,2009,corn,CC,160,9.8
McNay,2009,corn,CC,200,12.55
McNay,2009,corn,CC,240,29.55
McNay,2009,corn,SC,0,8.08
McNay,2009,corn,SC,40,6.8
McNay,2009,corn,SC,80,18.16
McNay,2009,corn,SC,120,31.09
McNay,2009,corn,SC,160,30.13
McNay,2009,corn,SC,200,22.76
McNay,2009,corn,SC,240,36.86
McNay,2009,soybean,SC,0,3.47
McNay,2009,soybean,SC,40,4.96
McNay,2009,soybean,SC,80,3.89
McNay,2009,soybean,SC,120,2.89
McNay,2009,soybean,SC,160,7.95
McNay,2009,soybean,SC,200,4.18
McNay,2009,soybean,SC,240,2.67
McNay,2010,corn,CC,0,4.14
McNay,2010,corn,CC,40,15.98
McNay,2010,corn,CC,80,14.63
McNay,2010,corn,CC,120,31.14
McNay,2010,corn,CC,160,14.31
McNay,2010,corn,CC,200,15.44
McNay,2010,corn,CC,240,14.07
McNay,2010,corn,SC,0,5.06
McNay,2010,corn,SC,40,14.67
McNay,2010,corn,SC,80,21.57
McNay,2010,corn,SC,120,4.65
McNay,2010,corn,SC,160,17.79
McNay,2010,corn,SC,200,27.28
McNay,2010,corn,SC,240,11.53
McNay,2010,soybean,SC,0,3.7
McNay,2010,soybean,SC,40,10.73
McNay,2010,soybean,SC,80,2.92
McNay,2010,soybean,SC,120,3.27
McNay,2010,soybean,SC,160,11.52
McNay,2010,soybean,SC,200,10.69
McNay,2010,soybean,SC,240,5.16
McNay,2011,corn,CC,0,6.45
McNay,2011,corn,CC,40,13.86
McNay,2011,corn,CC,80,11.77
McNay,2011,corn,CC,120,1.7
McNay,2011,corn,CC,160,9.1
McNay,2011,corn,CC,200,19.17
McNay,2011,corn,CC,240,19.3
McNay,2011,corn,SC,0,3.35
McNay,2011,corn,SC,40,13.27
McNay,2011,corn,SC,80,12.32
McNay,2011,corn,SC,120,17.89
McNay,2011,corn,SC,160,25.5
McNay,2011,corn,SC,200,15.41
McNay,2011,corn,SC,240,12.5
McNay,2011,soybean,SC,0,2.46
McNay,2011,soybean,SC,40,2.71
McNay,2011,soybean,SC,80,2.04
McNay,2011,soybean,SC,120,2.34
McNay,2011,soybean,SC,160,1.57
McNay,2011,soybean,SC,200,3.3
McNay,2011,soybean,SC,240,2.43
McNay,2012,corn,CC,0,4.09
McNay,2012,corn,CC,40,18.54
McNay,2012,corn,CC,80,13.65
McNay,2012,corn,CC,120,28.16
McNay,2012,corn,CC,160,21.52
McNay,2012,corn,CC,200,15.34
McNay,2012,corn,CC,240,28.42
McNay,2012,corn,SC,0,8.93
McNay,2012,corn,SC,40,8.47
McNay,2012,corn,SC,80,15.62
McNay,2012,corn,SC,120,23.72
McNay,2012,corn,SC,160,23.04
McNay,2012,corn,SC,200,27.61
McNay,2012,corn,SC,240,24.68
McNay,2012,soybean,SC,0,3.22
McNay,2012,soybean,SC,40,4.52
McNay,2012,soybean,SC,80,3.35
McNay,2012,soybean,SC,120,4.42
McNay,2012,soybean,SC,160,4.42
McNay,2012,soybean,SC,200,3.48
McNay,2012,soybean,SC,240,3.3
McNay,2013,corn,CC,0,5.35
McNay,2013,corn,CC,40,19.21
McNay,2013,corn,CC,80,8.11
McNay,2013,corn,CC,120,16.69
McNay,2013,corn,CC,160,10.65
McNay,2013,corn,CC,200,18.32
McNay,2013,corn,CC,240,15.85
McNay,2013,corn,SC,0,5.75
McNay,2013,corn,SC,40,6.66
McNay,2013,corn,SC,80,8.99
McNay,2013,corn,SC,120,7.79
McNay,2013,corn,SC,160,8.81
McNay,2013,corn,SC,200,5.87
McNay,2013,corn,SC,240,9.9
McNay,2013,soybean,SC,0,2.12
McNay,2013,soybean,SC,40,0.82
McNay,2013,soybean,SC,80,4.11
McNay,2013,soybean,SC,120,1.23
McNay,2013,soybean,SC,160,1.16
McNay,2013,soybean,SC,200,3.73
McNay,2013,soybean,SC,240,4.07
McNay,2014,corn,CC,0,7.01
McNay,2014,corn,CC,40,11.09
McNay,2014,corn,CC,80,19.1
McNay,2014,corn,CC,120,16.48
McNay,2014,corn,CC,160,22.53
McNay,2014,corn,CC,200,26.09
McNay,2014,corn,CC,240,16.5
McNay,2014,corn,SC,0,26.43
McNay,2014,corn,SC,40,39.45
McNay,2014,corn,SC,80,40.2
McNay,2014,corn,SC,120,36.12
McNay,2014,corn,SC,160,22.25
McNay,2014,corn,SC,200,25.32
McNay,2014,corn,SC,240,11.29
McNay,2014,soybean,SC,0,8.62
McNay,2014,soybean,SC,40,5.1
McNay,2014,soybean,SC,80,4.6
McNay,2014,soybean,SC,120,7.94
McNay,2014,soybean,SC,160,5.34
McNay,2014,soybean,SC,200,6.82
McNay,2014,soybean,SC,240,9.13
McNay,2015,corn,CC,0,21.78
McNay,2015,corn,CC,40,6.98
McNay,2015,corn,CC,80,4.38
McNay,2015,corn,CC,120,14.32
McNay,2015,corn,CC,160,20.73
McNay,2015,corn,CC,200,37.57
McNay,2015,corn,CC,240,25.77
McNay,2015,corn,SC,0,13.29
McNay,2015,corn,SC,40,32.48
McNay,2015,corn,SC,80,8.46
McNay,2015,corn,SC,120,10.77
McNay,2015,corn,SC,160,19.05
McNay,2015,corn,SC,200,7.87
McNay,2015,corn,SC,240,9.72
McNay,2015,soybean,SC,0,4.16
McNay,2015,soybean,SC,40,7.11
McNay,2015,soybean,SC,80,2.57
McNay,2015,soybean,SC,120,4.42
McNay,2015,soybean,SC,160,6.06
McNay,2015,soybean,SC,200,6.29
McNay,2015,soybean,SC,240,2.45
McNay,2016,corn,CC,0,6.04
McNay,2016,corn,CC,40,38.18
McNay,2016,corn,CC,80,9.9
McNay,2016,corn,CC,120,12.24
McNay,2016,corn,CC,160,13.53
McNay,2016,corn,CC,200,30.25
McNay,2016,corn,CC,240,13.01
McNay,2016,corn,SC,0,12.45
McNay,2016,corn,SC,40,29.71
McNay,2016,corn,SC,80,13.25
McNay,2016,corn,SC,120,6.33
McNay,2016,corn,SC,160,3.68
McNay,2016,corn,SC,200,11.19
McNay,2016,corn,SC,240,6.35
McNay,2016,soybean,SC,0,6.73
McNay,2016,soybean,SC,40,6.38
McNay,2016,soybean,SC,80,6.32
McNay,2016,soybean,SC,120,3.96
McNay,2016,soybean,SC,160,4.86
McNay,2016,soybean,SC,200,6.28
McNay,2016,soybean,SC,240,4.97
Crawfordsville,1999,corn,CC,0,14.25
Crawfordsville,1999,corn,CC,40,5.2
Crawfordsville,1999,corn,CC,80,8.08
Crawfordsville,1999,corn,CC,120,13.53
Crawfordsville,1999,corn,CC,160,12.99
Crawfordsville,1999,corn,CC,200,13.93
Crawfordsville,1999,corn,CC,240,16.1
Crawfordsville,1999,corn,SC,0,17.4
Crawfordsville,1999,corn,SC,40,13.67
Crawfordsville,1999,corn,SC,80,12.24
Crawfordsville,1999,corn,SC,120,12.62
Crawfordsville,1999,corn,SC,160,7.96
Crawfordsville,1999,corn,SC,200,15.15
Crawfordsville,1999,corn,SC,240,14.73
Crawfordsville,1999,soybean,SC,0,3.66
Crawfordsville,1999,soybean,SC,40,1.35
Crawfordsville,1999,soybean,SC,80,1.79
Crawfordsville,1999,soybean,SC,120,0.8
Crawfordsville,1999,soybean,SC,160,2.23
Crawfordsville,1999,soybean,SC,200,1.33
Crawfordsville,1999,soybean,SC,240,2.72
Crawfordsville,2000,corn,CC,0,16.68
Crawfordsville,2000,corn,CC,40,12.7
Crawfordsville,2000,corn,CC,80,6.09
Crawfordsville,2000,corn,CC,120,7.03
Crawfordsville,2000,corn,CC,160,10.05
Crawfordsville,2000,corn,CC,200,7.18
Crawfordsville,2000,corn,CC,240,9.57
Crawfordsville,2000,corn,SC,0,29.3
Crawfordsville,2000,corn,SC,40,19.03
Crawfordsville,2000,corn,SC,80,19.73
Crawfordsville,2000,corn,SC,120,10.81
Crawfordsville,2000,corn,SC,160,8.93
Crawfordsville,2000,corn,SC,200,8.21
Crawfordsville,2000,corn,SC,240,8.53
Crawfordsville,2000,soybean,SC,0,2.88
Crawfordsville,2000,soybean,SC,40,2.07
Crawfordsville,2000,soybean,SC,80,3.1
Crawfordsville,2000,soybean,SC,120,1.58
Crawfordsville,2000,soybean,SC,160,0.83
Crawfordsville,2000,soybean,SC,200,3.06
Crawfordsville,2000,soybean,SC,240,0.52
Crawfordsville,2001,corn,CC,0,25.1
Crawfordsville,2001,corn,CC,40,23.92
Crawfordsville,2001,corn,CC,80,10.16
Crawfordsville,2001,corn,CC,120,3.24
Crawfordsville,2001,corn,CC,160,11.74
Crawfordsville,2001,corn,CC,200,4.35
Crawfordsville,2001,corn,CC,240,6.29
Crawfordsville,2001,corn,SC,0,13.1
Crawfordsville,2001,corn,SC,40,3.89
Crawfordsville,2001,corn,SC,80,3.75
Crawfordsville,2001,corn,SC,120,5.36
Crawfordsville,2001,corn,SC,160,7.28
Crawfordsville,2001,corn,SC,200,5.47
Crawfordsville,2001,corn,SC,240,8.63
Crawfordsville,2001,soybean,SC,0,3.01
Crawfordsville,2001,soybean,SC,40,1.78
Crawfordsville,2001,soybean,SC,80,2.13
Crawfordsville,2001,soybean,SC,120,1.23
Crawfordsville,2001,soybean,SC,160,0.88
Crawfordsville,2001,soybean,SC,200,1.56
Crawfordsville,2001,soybean,SC,240,1.54
Crawfordsville,2002,corn,CC,0,8.48
Crawfordsville,2002,corn,CC,40,6.06
Crawfordsville,2002,corn,CC,80,5.56
Crawfordsville,2002,corn,CC,120,3.68
Crawfordsville,2002,corn,CC,160,16.21
Crawfordsville,2002,corn,CC,200,15.66
Crawfordsville,2002,corn,CC,240,16.48
Crawfordsville,2002,corn,SC,0,14.78
Crawfordsville,2002,corn,SC,40,17.69
Crawfordsville,2002,corn,SC,80,7.96
Crawfordsville,2002,corn,SC,120,7.38
Crawfordsville,2002,corn,SC,160,13.68
Crawfordsville,2002,corn,SC,200,10.99
Crawfordsville,2002,corn,SC,240,17.06
Crawfordsville,2002,soybean,SC,0,2
Crawfordsville,2002,soybean,SC,40,1.01
Crawfordsville,2002,soybean,SC,80,2.22
Crawfordsville,2002,soybean,SC,120,1.97
Crawfordsville,2002,soybean,SC,160,0.36
Crawfordsville,2002,soybean,SC,200,4.11
Crawfordsville,2002,soybean,SC,240,2.38
Crawfordsville,2003,corn,CC,0,4.66
Crawfordsville,2003,corn,CC,40,11.23
Crawfordsville,2003,corn,CC,80,6.89
Crawfordsville,2003,corn,CC,120,6.46
Crawfordsville,2003,corn,CC,160,5.81
Crawfordsville,2003,corn,CC,200,10.49
Crawfordsville,2003,corn,CC,240,5.66
Crawfordsville,2003,corn,SC,0,13.17
Crawfordsville,2003,corn,SC,40,17.46
Crawfordsville,2003,corn,SC,80,6.48
Crawfordsville,2003,corn,SC,120,20.83
Crawfordsville,2003,corn,SC,160,15.73
Crawfordsville,2003,corn,SC,200,22.02
Crawfordsville,2003,corn,SC,240,11.23
Crawfordsville,2003,soybean,SC,0,2.82
Crawfordsville,2003,soybean,SC,40,2.41
Crawfordsville,2003,soybean,SC,80,3.13
Crawfordsville,2003,soybean,SC,120,2.88
Crawfordsville,2003,soybean,SC,160,2.01
Crawfordsville,2003,soybean,SC,200,1.19
Crawfordsville,2003,soybean,SC,240,1.13
Crawfordsville,2004,corn,CC,0,25.4
Crawfordsville,2004,corn,CC,40,21.54
Crawfordsville,2004,corn,CC,80,13.05
Crawfordsville,2004,corn,CC,120,6.4
Crawfordsville,2004,corn,CC,160,16.01
Crawfordsville,2004,corn,CC,200,10.82
Crawfordsville,2004,corn,CC,240,10.62
Crawfordsville,2004,corn,SC,0,21.33
Crawfordsville,2004,corn,SC,40,21.19
Crawfordsville,2004,corn,SC,80,22.34
Crawfordsville,2004,corn,SC,120,16.59
Crawfordsville,2004,corn,SC,160,11.76
Crawfordsville,2004,corn,SC,200,3.88
Crawfordsville,2004,corn,SC,240,4.89
Crawfordsville,2004,soybean,SC,0,2.81
Crawfordsville,2004,soybean,SC,40,3.85
Crawfordsville,2004,soybean,SC,80,2.84
Crawfordsville,2004,soybean,SC,120,2.82
Crawfordsville,2004,soybean,SC,160,2.03
Crawfordsville,2004,soybean,SC,200,1.38
Crawfordsville,2004,soybean,SC,240,0.52
Crawfordsville,2005,corn,CC,0,6.76
Crawfordsville,2005,corn,CC,40,8.82
Crawfordsville,2005,corn,CC,80,9.81
Crawfordsville,2005,corn,CC,120,24.72
Crawfordsville,2005,corn,CC,160,16.45
Crawfordsville,2005,corn,CC,200,32.51
Crawfordsville,2005,corn,CC,240,13.94
Crawfordsville,2005,corn,SC,0,8.79
Crawfordsville,2005,corn,SC,40,19.86
Crawfordsville,2005,corn,SC,80,10.8
Crawfordsville,2005,corn,SC,120,13.93
Crawfordsville,2005,corn,SC,160,18.29
Crawfordsville,2005,corn,SC,200,15.45
Crawfordsville,2005,corn,SC,240,17.41
Crawfordsville,2005,soybean,SC,0,5.12
Crawfordsville,2005,soybean,SC,40,4.38
Crawfordsville,2005,soybean,SC,80,3.53
Crawfordsville,2005,soybean,SC,120,3.32
Crawfordsville,2005,soybean,SC,160,3.51
Crawfordsville,2005,soybean,SC,200,4.41
Crawfordsville,2005,soybean,SC,240,5.2
Crawfordsville,2006,corn,CC,0,11.13
Crawfordsville,2006,corn,CC,40,9.68
Crawfordsville,2006,corn,CC,80,5.66
Crawfordsville,2006,corn,CC,120,5.59
Crawfordsville,2006,corn,CC,160,8.89
Crawfordsville,2006,corn,CC,200,1.52
Crawfordsville,2006,corn,CC,240,4.42
Crawfordsville,2006,corn,SC,0,12.11
Crawfordsville,2006,corn,SC,40,11.53
Crawfordsville,2006,corn,SC,80,10.98
Crawfordsville,2006,corn,SC,120,5.42
Crawfordsville,2006,corn,SC,160,4.53
Crawfordsville,2006,corn,SC,200,3.03
Crawfordsville,2006,corn,SC,240,12.05
Crawfordsville,2006,soybean,SC,0,3.86
Crawfordsville,2006,soybean,SC,40,3.79
Crawfordsville,2006,soybean,SC,80,2.5
Crawfordsville,2006,soybean,SC,120,2.18
Crawfordsville,2006,soybean,SC,160,2.44
Crawfordsville,2006,soybean,SC,200,2.54
Crawfordsville,2006,soybean,SC,240,1.18
Crawfordsville,2007,corn,CC,0,16.28
Crawfordsville,2007,corn,CC,40,25.08
Crawfordsville,2007,corn,CC,80,17.11
Crawfordsville,2007,corn,CC,120,8.75
Crawfordsville,2007,corn,CC,160,13.94
Crawfordsville,2007,corn,CC,200,29.87
Crawfordsville,2007,corn,CC,240,24.56
Crawfordsville,2007,corn,SC,0,24.02
Crawfordsville,2007,corn,SC,40,16.93
Crawfordsville,2007,corn,SC,80,26.97
Crawfordsville,2007,corn,SC,120,6.51
Crawfordsville,2007,corn,SC,160,11.26
Crawfordsville,2007,corn,SC,200,7.05
Crawfordsville,2007,corn,SC,240,11.99
Crawfordsville,2007,soybean,SC,0,5.38
Crawfordsville,2007,soybean,SC,40,4.73
Crawfordsville,2007,soybean,SC,80,4.57
Crawfordsville,2007,soybean,SC,120,3.73
Crawfordsville,2007,soybean,SC,160,4.38
Crawfordsville,2007,soybean,SC,200,1.75
Crawfordsville,2007,soybean,SC,240,3.77
Crawfordsville,2008,corn,CC,0,21.5
Crawfordsville,2008,corn,CC,40,16.8
Crawfordsville,2008,corn,CC,80,8.51
Crawfordsville,2008,corn,CC,120,10.89
Crawfordsville,2008,corn,CC,160,17.26
Crawfordsville,2008,corn,CC,200,20.67
Crawfordsville,2008,corn,CC,240,19.88
Crawfordsville,2008,corn,SC,0,22.81
Crawfordsville,2008,corn,SC,40,14.99
Crawfordsville,2008,corn,SC,80,35.57
Crawfordsville,2008,corn,SC,120,29.39
Crawfordsville,2008,corn,SC,160,7.41
Crawfordsville,2008,corn,SC,200,8.79
Crawfordsville,2008,corn,SC,240,17.33
Crawfordsville,2008,soybean,SC,0,2.01
Crawfordsville,2008,soybean,SC,40,2.01
Crawfordsville,2008,soybean,SC,80,2.54
Crawfordsville,2008,soybean,SC,120,0.66
Crawfordsville,2008,soybean,SC,160,3.98
Crawfordsville,2008,soybean,SC,200,2.08
Crawfordsville,2008,soybean,SC,240,1.56
Crawfordsville,2009,corn,CC,0,13.7
Crawfordsville,2009,corn,CC,40,15.95
Crawfordsville,2009,corn,CC,80,15.58
Crawfordsville,2009,corn,CC,120,20.71
Crawfordsville,2009,corn,CC,160,38.42
Crawfordsville,2009,corn,CC,200,17.22
Crawfordsville,2009,corn,CC,240,43.39
Crawfordsville,2009,corn,SC,0,21.88
Crawfordsville,2009,corn,SC,40,14.95
Crawfordsville,2009,corn,SC,80,26.84
Crawfordsville,2009,corn,SC,120,7.22
Crawfordsville,2009,corn,SC,160,8.69
Crawfordsville,2009,corn,SC,200,10.86
Crawfordsville,2009,corn,SC,240,6.93
Crawfordsville,2009,soybean,SC,0,4.18
Crawfordsville,2009,soybean,SC,40,1.94
Crawfordsville,2009,soybean,SC,80,8.34
Crawfordsville,2009,soybean,SC,120,5.62
Crawfordsville,2009,soybean,SC,160,3.94
Crawfordsville,2009,soybean,SC,200,2.36
Crawfordsville,2009,soybean,SC,240,3.4
Crawfordsville,2010,corn,CC,0,13.74
Crawfordsville,2010,corn,CC,40,20.99
Crawfordsville,2010,corn,CC,80,1.82
Crawfordsville,2010,corn,CC,120,10.01
Crawfordsville,2010,corn,CC,160,6.52
Crawfordsville,2010,corn,CC,200,20.05
Crawfordsville,2010,corn,CC,240,25.54
Crawfordsville,2010,corn,SC,0,26.27
Crawfordsville,2010,corn,SC,40,29.8
Crawfordsville,2010,corn,SC,80,12.47
Crawfordsville,2010,corn,SC,120,12
Crawfordsville,2010,corn,SC,160,6.08
Crawfordsville,2010,corn,SC,200,14.39
Crawfordsville,2010,corn,SC,240,22.45
Crawfordsville,2010,soybean,SC,0,8.63
Crawfordsville,2010,soybean,SC,40,11.66
Crawfordsville,2010,soybean,SC,80,10.51
Crawfordsville,2010,soybean,SC,120,12.42
Crawfordsville,2010,soybean,SC,160,13.28
Crawfordsville,2010,soybean,SC,200,7.72
Crawfordsville,2010,soybean,SC,240,9.1
Crawfordsville,2011,corn,CC,0,17.56
Crawfordsville,2011,corn,CC,40,23.2
Crawfordsville,2011,corn,CC,80,10.21
Crawfordsville,2011,corn,CC,120,7.88
Crawfordsville,2011,corn,CC,160,30.42
Crawfordsville,2011,corn,CC,200,30.73
Crawfordsville,2011,corn,CC,240,22.46
Crawfordsville,2011,corn,SC,0,9.02
Crawfordsville,2011,corn,SC,40,25.23
Crawfordsville,2011,corn,SC,80,20.85
Crawfordsville,2011,corn,SC,120,5.95
Crawfordsville,2011,corn,SC,160,21.83
Crawfordsville,2011,corn,SC,200,8
Crawfordsville,2011,corn,SC,240,16.82
Crawfordsville,2011,soybean,SC,0,7.68
Crawfordsville,2011,soybean,SC,40,2.11
Crawfordsville,2011,soybean,SC,80,7.5
Crawfordsville,2011,soybean,SC,120,7.9
Crawfordsville,2011,soybean,SC,160,4.35
Crawfordsville,2011,soybean,SC,200,2.69
Crawfordsville,2011,soybean,SC,240,12.04
Crawfordsville,2012,corn,CC,0,11.08
Crawfordsville,2012,corn,CC,40,15.79
Crawfordsville,2012,corn,CC,80,24.57
Crawfordsville,2012,corn,CC,120,3.95
Crawfordsville,2012,corn,CC,160,18.19
Crawfordsville,2012,corn,CC,200,24.53
Crawfordsville,2012,corn,CC,240,16.4
Crawfordsville,2012,corn,SC,0,14.7
Crawfordsville,2012,corn,SC,40,19.61
Crawfordsville,2012,corn,SC,80,25.24
Crawfordsville,2012,corn,SC,120,36.03
Crawfordsville,2012,corn,SC,160,18.38
Crawfordsville,2012,corn,SC,200,24
Crawfordsville,2012,corn,SC,240,18.09
Crawfordsville,2012,soybean,SC,0,2.87
Crawfordsville,2012,soybean,SC,40,2.6
Crawfordsville,2012,soybean,SC,80,3.21
Crawfordsville,2012,soybean,SC,120,2.47
Crawfordsville,2012,soybean,SC,160,2.7
Crawfordsville,2012,soybean,SC,200,2.59
Crawfordsville,2012,soybean,SC,240,6.45
Crawfordsville,2013,corn,CC,0,6.95
Crawfordsville,2013,corn,CC,40,20.05
Crawfordsville,2013,corn,CC,80,10.13
Crawfordsville,2013,corn,CC,120,16.66
Crawfordsville,2013,corn,CC,160,24.39
Crawfordsville,2013,corn,CC,200,24.5
Crawfordsville,2013,corn,CC,240,20.49
Crawfordsville,2013,corn,SC,0,5.77
Crawfordsville,2013,corn,SC,40,12.57
Crawfordsville,2013,corn,SC,80,10.43
Crawfordsville,2013,corn,SC,120,7.12
Crawfordsville,2013,corn,SC,160,18.5
Crawfordsville,2013,corn,SC,200,29.23
Crawfordsville,2013,corn,SC,240,20.5
Crawfordsville,2013,soybean,SC,0,3.03
Crawfordsville,2013,soybean,SC,40,2.37
Crawfordsville,2013,soybean,SC,80,5.85
Crawfordsville,2013,soybean,SC,120,3.31
Crawfordsville,2013,soybean,SC,160,1.06
Crawfordsville,2013,soybean,SC,200,1.38
Crawfordsville,2013,soybean,SC,240,4.01
Crawfordsville,2014,corn,CC,0,9.29
Crawfordsville,2014,corn,CC,40,5.83
Crawfordsville,2014,corn,CC,80,9.35
Crawfordsville,2014,corn,CC,120,9.08
Crawfordsville,2014,corn,CC,160,15.32
Crawfordsville,2014,corn,CC,200,12.14
Crawfordsville,2014,corn,CC,240,8.89
Crawfordsville,2014,corn,SC,0,9.91
Crawfordsville,2014,corn,SC,40,16.75
Crawfordsville,2014,corn,SC,80,23.98
Crawfordsville,2014,corn,SC,120,16.17
Crawfordsville,2014,corn,SC,160,14.05
Crawfordsville,2014,corn,SC,200,8.85
Crawfordsville,2014,corn,SC,240,11.88
Crawfordsville,2014,soybean,SC,0,6.54
Crawfordsville,2014,soybean,SC,40,3.67
Crawfordsville,2014,soybean,SC,80,9.53
Crawfordsville,2014,soybean,SC,120,2.95
Crawfordsville,2014,soybean,SC,160,4.41
Crawfordsville,2014,soybean,SC,200,5.91
Crawfordsville,2014,soybean,SC,240,4.44
Crawfordsville,2015,corn,CC,0,12.51
Crawfordsville,2015,corn,CC,40,23.98
Crawfordsville,2015,corn,CC,80,7.68
Crawfordsville,2015,corn,CC,120,14.63
Crawfordsville,2015,corn,CC,160,24.96
Crawfordsville,2015,corn,CC,200,44.38
Crawfordsville,2015,corn,CC,240,52.67
Crawfordsville,2015,corn,SC,0,15.38
Crawfordsville,2015,corn,SC,40,10.24
Crawfordsville,2015,corn,SC,80,24.59
Crawfordsville,2015,corn,SC,120,3.07
Crawfordsville,2015,corn,SC,160,13.15
Crawfordsville,2015,corn,SC,200,9.19
Crawfordsville,2015,corn,SC,240,8.09
Crawfordsville,2015,soybean,SC,0,2.46
Crawfordsville,2015,soybean,SC,40,2.7
Crawfordsville,2015,soybean,SC,80,2.45
Crawfordsville,2015,soybean,SC,120,3.07
Crawfordsville,2015,soybean,SC,160,5.51
Crawfordsville,2015,soybean,SC,200,5.78
Crawfordsville,2015,soybean,SC,240,2.88
Crawfordsville,2016,corn,CC,0,5.15
Crawfordsville,2016,corn,CC,40,18.86
Crawfordsville,2016,corn,CC,80,8.98
Crawfordsville,2016,corn,CC,120,8.62
Crawfordsville,2016,corn,CC,160,8.26
Crawfordsville,2016,corn,CC,200,9.19
Crawfordsville,2016,corn,CC,240,5.68
Crawfordsville,2016,corn,SC,0,24.3
Crawfordsville,2016,corn,SC,40,14.49
Crawfordsville,2016,corn,SC,80,18.84
Crawfordsville,2016,corn,SC,120,12.82
Crawfordsville,2016,corn,SC,160,14.67
Crawfordsville,2016,corn,SC,200,6.3
Crawfordsville,2016,corn,SC,240,10.04
Crawfordsville,2016,soybean,SC,0,4.11
